province,candidate,votes,winner,district_name,constituency,party,election_year
Madhesh,Kasim Nadaf,3524,False,Mahottari,2,UML,2082
Madhesh,Manoj Kumar Singh,1516,False,Mahottari,3,UML,2082
Madhesh,Neelam Adhikari,6192,False,Mahottari,4,UML,2082
Madhesh,Manoj Kumar Devkota,6101,False,Sarlahi,1,UML,2082
Madhesh,Nageshowr Sah,1413,False,Sarlahi,2,UML,2082
Madhesh,Hari Prasad Upreti,5776,False,Sarlahi,3,UML,2082
Madhesh,Amnish Kumar Yadav,9343,False,Sarlahi,4,UML,2082
Madhesh,Ajay Kumar Gupta,10693,False,Rautahat,1,UML,2082
Madhesh,Mohammad Atiullah,2382,False,Rautahat,2,UML,2082
Madhesh,Kundan Prasad Kushwaha,6605,False,Rautahat,3,UML,2082
Madhesh,Ramji Sah Sonar,3478,False,Rautahat,4,UML,2082
Madhesh,Achyutprasad Mainali,11645,False,Bara,1,UML,2082
Madhesh,Balbir Prasad Chaudhari,7213,False,Bara,2,UML,2082
Madhesh,Jwalakumari Sah,5271,False,Bara,3,UML,2082
Madhesh,Krishnakumar Shrestha,11639,False,Bara,4,UML,2082
Madhesh,Pradip Yadav,13030,False,Parsa,1,UML,2082
Madhesh,Rima Kumari Yadav,11605,False,Parsa,2,UML,2082
Madhesh,Rupesh Kumar Pandey,11914,False,Parsa,3,UML,2082
Madhesh,Jalim Miya Mansuri,12145,False,Parsa,4,UML,2082
Bagmati,Pradip Kumar Katuwal Chhetri (K.C),15859,False,Sindhuli,1,UML,2082
Bagmati,Manoj Jung Thapa,11606,False,Sindhuli,2,UML,2082
Bagmati,Madhav Prasad Dhungel,17609,False,Ramechhap,1,UML,2082
Bagmati,Parbat Gurung,17449,False,Dolakha,1,UML,2082
Bagmati,Saresh Nepal,11961,False,Sindhupalchok,1,UML,2082
Bagmati,Sher Bahadur Tamang,15926,False,Sindhupalchok,2,UML,2082
Bagmati,Ami Tamang,13814,False,Kavrepalanchok,1,UML,2082
Bagmati,Ashok Kumar Byanju Shrestha,13940,False,Kavrepalanchok,2,UML,2082
Bagmati,Chet Nath Sanjel,6546,False,Lalitpur,1,UML,2082
Bagmati,Prem Bahadur Maharjan,4536,False,Lalitpur,2,UML,2082
Bagmati,Sandan Thapa Magar,3297,False,Lalitpur,3,UML,2082
Bagmati,Som Prasad Mishra,3721,False,Bhaktapur,1,UML,2082
Bagmati,Mahesh Basnet,10996,False,Bhaktapur,2,UML,2082
Bagmati,Mohan Raj Regmi,1618,False,Kathmandu,1,UML,2082
Bagmati,Maniram Phuyal,4759,False,Kathmandu,2,UML,2082
Bagmati,Rameshwar Phuyal,3816,False,Kathmandu,3,UML,2082
Bagmati,Rajan Bhattarai,5733,False,Kathmandu,4,UML,2082
Bagmati,Ishwar Pokharel,4701,False,Kathmandu,5,UML,2082
Bagmati,Aman Kumar Maskey,4373,False,Kathmandu,6,UML,2082
Bagmati,Prakash Shrestha,3544,False,Kathmandu,7,UML,2082
Bagmati,Rajesh Shakya,1328,False,Kathmandu,8,UML,2082
Bagmati,Ajay Kranti Shakya,4580,False,Kathmandu,9,UML,2082
Bagmati,Binod Shrestha,4864,False,Kathmandu,10,UML,2082
Bagmati,Badri Mainali,8932,False,Nuwakot,1,UML,2082
Bagmati,Keshav Raj Pandey,8285,False,Nuwakot,2,UML,2082
Bagmati,Prem Bahadur Tamang,4688,False,Rasuwa,1,UML,2082
Bagmati,Bhumi Prasad Tripathi,15032,False,Dhading,1,UML,2082
Bagmati,Dhan Bahadur Ghale,10084,False,Dhading,2,UML,2082
Bagmati,Rameshwar Rana Magar,12783,False,Makwanpur,1,UML,2082
Bagmati,Mahesh Kumar Bartaula,18846,False,Makwanpur,2,UML,2082
Bagmati,Dawa Dorje Lama,10899,False,Chitwan,1,UML,2082
Bagmati,Ashim Ghimire,6992,False,Chitwan,2,UML,2082
Bagmati,Shankar Raj Thapaliya,5004,False,Chitwan,3,UML,2082
Gandaki,Ram Chandra Lamichhane,3732,False,Gorkha,1,UML,2082
Gandaki,Milan Gurung,3087,False,Gorkha,2,UML,2082
Gandaki,Prithvi Subba Gurung,16876,False,Lamjung,1,UML,2082
Gandaki,Bhagwati Neupane,5653,False,Tanahun,1,UML,2082
Gandaki,Kedar Sigdel,11668,False,Tanahun,2,UML,2082
Gandaki,Min Prasad Gurung,16804,False,Syangja,1,UML,2082
Gandaki,Khim Bahadur Thapa,14108,False,Syangja,2,UML,2082
Gandaki,Bain Bahadur Chhetri (Adhikari),10429,False,Kaski,1,UML,2082
Gandaki,Rashmi Acharya,7493,False,Kaski,2,UML,2082
Gandaki,Damodar Paudel Bairagi,7906,False,Kaski,3,UML,2082
Gandaki,Indra Dhara Dadu Bista,1806,False,Mustang,1,UML,2082
Gandaki,Padam Giri,15075,False,Parbat,1,UML,2082
Gandaki,Harikrishna Shrestha,7919,False,Myagdi,1,UML,2082
Gandaki,Hira Bahadur Khatri,8640,False,Baglung,1,UML,2082
Gandaki,Manju Sharma,7864,False,Baglung,2,UML,2082
Gandaki,Bhagirath Sapkota,9131,False,Nawalparasi East,1,UML,2082
Gandaki,Til Bahadur Mahat Chhetri,15755,False,Nawalparasi East,2,UML,2082
Lumbini,Pradip Kumar Gyawali,15181,False,Gulmi,1,UML,2082
Lumbini,Gokarnaraj Bista,16406,False,Gulmi,2,UML,2082
Lumbini,Narayan Parasad Acharya,16819,False,Palpa,1,UML,2082
Lumbini,Thakur Prasad Gaire,10503,False,Palpa,2,UML,2082
Lumbini,Dadhiram Neupane,7488,False,Rupandehi,1,UML,2082
Lumbini,Bishnu Prasad Paudel,12861,False,Rupandehi,2,UML,2082
Lumbini,Basu Dev Ghimire,8275,False,Rupandehi,3,UML,2082
Lumbini,Pramod Kumar Yadav,20262,False,Rupandehi,4,UML,2082
Lumbini,Khim Lal Bhattarai,13100,False,Rupandehi,5,UML,2082
Lumbini,Pitambar Bhusal,22649,False,Arghakhanchi,1,UML,2082
Lumbini,Bishram Prasad Chaudhary,7981,False,Kapilvastu,1,UML,2082
Lumbini,Drigha Narayan Pandey,7357,False,Kapilvastu,2,UML,2082
Lumbini,Birendra Kumar Kanodiya,14763,False,Kapilvastu,3,UML,2082
Lumbini,Surya Bahadur Thapa Chhetri,16710,False,Pyuthan,1,UML,2082
Lumbini,Gokul Prasad Gharti,9933,False,Rolpa,1,UML,2082
Lumbini,Rewatiraman Sharma Ghimire,6825,False,Dang,1,UML,2082
Lumbini,Shankar Pokhrael,15287,False,Dang,2,UML,2082
Lumbini,Ghanshyam Pandey,12195,False,Dang,3,UML,2082
Lumbini,Salik Ram Adhikari,14643,False,Bardiya,1,UML,2082
Lumbini,Bimala B.K.,10772,False,Bardiya,2,UML,2082
Lumbini,Surya Prasad Dhakal,11095,False,Banke,1,UML,2082
Lumbini,Mohammad Ishtiyak Rai,24628,True,Banke,2,UML,2082
Lumbini,Suman Malla,19615,False,Banke,3,UML,2082
Lumbini,Ram Prasad Pandey,7956,False,Nawalparasi West,1,UML,2082
Lumbini,Lekhnath Kharel,4311,False,Nawalparasi West,2,UML,2082
Lumbini,Lilamani Gautam,3462,False,Rukum East,1,UML,2082
Karnali,Nandaram Devkota,1869,False,Rukum West,1,UML,2082
Karnali,Gulav Jung Shah,15373,False,Salyan,1,UML,2082
Karnali,Dhruva Kumar Shahi,18890,False,Surkhet,1,UML,2082
Karnali,Kulmani Devkota,11511,False,Surkhet,2,UML,2082
Karnali,Ravindra Raj Sharma,11796,False,Dailekh,1,UML,2082
Karnali,Laxmi Prasad Pokharel,13889,True,Dailekh,2,UML,2082
Karnali,Dambar Bahadur Singh,16883,False,Jajarkot,1,UML,2082
Karnali,Lank Bahadur Rokaya,5396,False,Dolpa,1,UML,2082
Karnali,Dal Fadera,4331,False,Humla,1,UML,2082
Karnali,Shree Nagindra Shahi,10352,False,Kalikot,1,UML,2082
Karnali,Purna Bahadur Rokaya,6718,False,Mugu,1,UML,2082
Karnali,Shanti Lal Mahat,4518,False,Jumla,1,UML,2082
Sudurpaschim,Lal Bahadur Thapa,16633,False,Bajura,1,UML,2082
Sudurpaschim,Ain Bahadur Mahar,18543,True,Bajhang,1,UML,2082
Sudurpaschim,Deepak Bahadur Saud,7389,False,Achham,1,UML,2082
Sudurpaschim,Yagya Bahadur Bogati,9518,True,Achham,2,UML,2082
Sudurpaschim,Deepak Bahadur Dhami,14110,False,Doti,1,UML,2082
Sudurpaschim,Dharika Prasad Neupane,4493,False,Kailali,1,UML,2082
Sudurpaschim,Surya Bahadur Thapa,7886,False,Kailali,2,UML,2082
Sudurpaschim,Gauri Shankar Chaudhary,4752,False,Kailali,3,UML,2082
Sudurpaschim,Lekh Raj Bhatta,9444,False,Kailali,4,UML,2082
Sudurpaschim,Yagya Raj Dhungana Upadhyaya,5839,False,Kailali,5,UML,2082
Sudurpaschim,Tara Lama Tamang,8088,False,Kanchanpur,1,UML,2082
Sudurpaschim,Bachan Bahadur Singh,6418,False,Kanchanpur,2,UML,2082
Sudurpaschim,Deepak Prakash Bhatta,7575,False,Kanchanpur,3,UML,2082
Sudurpaschim,Chakra Prasad Snehi,2926,False,Dadeldhura,1,UML,2082
Sudurpaschim,Damodar Bhandari,17091,False,Baitadi,1,UML,2082
Sudurpaschim,Ganesh Singh Thagunna,18891,True,Darchula,1,UML,2082
Koshi,Khel Prasad Buda Chhetri,6775,False,Taplejung,1,NCP,2082
Koshi,Hark Bahadur Nembang,11443,False,Panchthar,1,NCP,2082
Koshi,Ran Bahadur Rai,7665,False,Illam,1,NCP,2082
Koshi,Om Bahadur Gurung,1172,False,Illam,2,NCP,2082
Koshi,Ashesh Ghimire,922,False,Jhapa,1,NCP,2082
Koshi,Dharmashila Chapagai,1115,False,Jhapa,2,NCP,2082
Koshi,Dilliram Ghimire,1450,False,Jhapa,3,NCP,2082
Koshi,Purushottam Chudal,1362,False,Jhapa,4,NCP,2082
Koshi,Ranjit Tamang,1461,False,Jhapa,5,NCP,2082
Koshi,Kul Prasad Samba,2224,False,Morang,1,NCP,2082
Koshi,Chandra Bir Rai,1366,False,Morang,2,NCP,2082
Koshi,Dr Deuman Sambahamphe,1259,False,Morang,3,NCP,2082
Koshi,Aman Lal Modi,10762,False,Morang,4,NCP,2082
Koshi,Shiva Kumar Mandal (Kewat),8614,False,Morang,5,NCP,2082
Koshi,Opendra Kumar Raya,2092,False,Morang,6,NCP,2082
Koshi,Suryaa Bahadur Bhattarai,6185,False,Sunsari,1,NCP,2082
Koshi,Ram Kumari Chaudhary,1816,False,Sunsari,2,NCP,2082
Koshi,Durgesh Kumar Chaudhary,1551,False,Sunsari,3,NCP,2082
Koshi,Mohammad Mahfuz Ansari,3432,False,Sunsari,4,NCP,2082
Koshi,Dharma Raj Paudel,1665,False,Dhankuta,1,NCP,2082
Koshi,Sarita Thapa,2812,False,Sankhuwasabha,1,NCP,2082
Koshi,Ajambar Rai Kangman,5728,False,Bhojpur,1,NCP,2082
Koshi,Randhwaj Limbu,919,False,Terhathum,1,NCP,2082
Koshi,Ambir Babu Gurung,11296,False,Okhaldhunga,1,NCP,2082
Koshi,Hari Roka,9443,False,Khotang,1,NCP,2082
Koshi,Ashim Rai,9414,False,Solukhumbu,1,NCP,2082
Koshi,Bal Dev Chaudhary,10021,False,Udayapur,1,NCP,2082
Koshi,Suresh Kumar Rai,5197,False,Udayapur,2,NCP,2082
Madhesh,Rabindra Chaudhary,1626,False,Saptari,1,NCP,2082
Madhesh,Suryanath Prasad Yadav,426,False,Saptari,2,NCP,2082
Madhesh,Arun Kumar Sah,1635,False,Saptari,3,NCP,2082
Madhesh,Rubi Kumari Karn,1709,False,Saptari,4,NCP,2082
Madhesh,Ramchandra Yadav,2853,False,Siraha,1,NCP,2082
Madhesh,Mukti Narayan Singh,3680,False,Siraha,2,NCP,2082
Madhesh,Bishwanath Sah,9942,False,Siraha,3,NCP,2082
Madhesh,Ajay Shankar Nayak,7972,False,Siraha,4,NCP,2082
Madhesh,Matrika Prasad Yadav,10428,True,Dhanusha,1,NCP,2082
Madhesh,Ram Chandra Jha,8403,False,Dhanusha,2,NCP,2082
Madhesh,Ramlalit Mandal,709,False,Dhanusha,3,NCP,2082
Madhesh,Sanjay Kumar Mahato,1336,False,Dhanusha,4,NCP,2082
Madhesh,Giriraj Mani Pokharel,12624,False,Mahottari,1,NCP,2082
Madhesh,Lakxman Kuar Yadav,737,False,Mahottari,2,NCP,2082
Madhesh,Raj Kishor Sah Mehattari Sudi,243,False,Mahottari,3,NCP,2082
Madhesh,Bharat Prasad Shah,5336,False,Mahottari,4,NCP,2082
Madhesh,Pramod Sah,5498,False,Sarlahi,1,NCP,2082
Madhesh,Mahindra Raya Yadav,8523,False,Sarlahi,2,NCP,2082
Madhesh,Naryan Kaji Shrestha,13338,False,Sarlahi,3,NCP,2082
Madhesh,Rajnish Raya,1259,False,Sarlahi,4,NCP,2082
Madhesh,Madhav Kumar Nepal,7669,False,Rautahat,1,NCP,2082
Madhesh,Kiran Kumar Sah,18442,False,Rautahat,2,NCP,2082
Madhesh,Punam Devi,3881,False,Rautahat,3,NCP,2082
Madhesh,Ram Kumar Bhattarai,9778,False,Rautahat,4,NCP,2082
Madhesh,Santosh Dangal,2878,False,Bara,1,NCP,2082
Madhesh,Rameshprasad Yadav,544,False,Bara,2,NCP,2082
Madhesh,Bharatprasad Sah,1751,False,Bara,3,NCP,2082
Madhesh,Ajay Kushwaha,2067,False,Bara,4,NCP,2082
Madhesh,Ajay Chaurasiya,537,False,Parsa,1,NCP,2082
Madhesh,Manoj Kumar Chaudhary,913,False,Parsa,2,NCP,2082
Madhesh,Chotelal Prasad Yadav,2137,False,Parsa,3,NCP,2082
Madhesh,Jayprakash Tharu,3113,False,Parsa,4,NCP,2082
Bagmati,Dekendra Prasad Subedi,4708,False,Sindhuli,1,NCP,2082
Bagmati,Lekh Nath Dahal,14780,False,Sindhuli,2,NCP,2082
Bagmati,Shyam Kumar Shrestha,13354,False,Ramechhap,1,NCP,2082
Bagmati,Bishal Khadka,13065,False,Dolakha,1,NCP,2082
Bagmati,Madhav Sapkota,17327,False,Sindhupalchok,1,NCP,2082
Bagmati,Yubraj Dulal,21699,True,Sindhupalchok,2,NCP,2082
Bagmati,Gin Nath Gautam,14184,False,Kavrepalanchok,1,NCP,2082
Bagmati,Basundhara Humagain,8107,False,Kavrepalanchok,2,NCP,2082
Bagmati,Sunil Maharjan,1964,False,Lalitpur,1,NCP,2082
Bagmati,Rajendra Amatya,1217,False,Lalitpur,2,NCP,2082
Bagmati,Raj Kaji Maharjan,6022,False,Lalitpur,3,NCP,2082
Bagmati,Hari Ram Lawaju,1177,False,Bhaktapur,1,NCP,2082
Bagmati,Ram Prasad Sapkota,1323,False,Bhaktapur,2,NCP,2082
Bagmati,Menuka Bhandari,315,False,Kathmandu,1,NCP,2082
Bagmati,Nitesh Paudel,1912,False,Kathmandu,2,NCP,2082
Bagmati,Niraj Lama,518,False,Kathmandu,3,NCP,2082
Bagmati,Indra Kumar Bhusal,657,False,Kathmandu,4,NCP,2082
Bagmati,Kalpana Sharma,574,False,Kathmandu,5,NCP,2082
Bagmati,Hem Lal Sharma,1084,False,Kathmandu,6,NCP,2082
Bagmati,Basanta Prasad Manandhar,3667,False,Kathmandu,7,NCP,2082
Bagmati,Suman Shayami,3217,False,Kathmandu,8,NCP,2082
Bagmati,Radha Krishna Maharjan,1328,False,Kathmandu,9,NCP,2082
Bagmati,Rupa Maharjan (Shrestha),2648,False,Kathmandu,10,NCP,2082
Bagmati,Hit Bahadur Tamang,13377,False,Nuwakot,1,NCP,2082
Bagmati,Hiranath Khatiwada,6720,False,Nuwakot,2,NCP,2082
Bagmati,Madhav Prasad Lamichhane,953,False,Rasuwa,1,NCP,2082
Bagmati,Rajendra Prasad Pandey,14709,False,Dhading,1,NCP,2082
Bagmati,Ram Bahadur Bhandari,9036,False,Dhading,2,NCP,2082
Bagmati,Bijay Gautam,10788,False,Makwanpur,1,NCP,2082
Bagmati,labh Sher Bista,12492,False,Makwanpur,2,NCP,2082
Bagmati,Krishna Raj Panta,4081,False,Chitwan,1,NCP,2082
Bagmati,Pratap Gurung,4969,False,Chitwan,2,NCP,2082
Bagmati,Renu Dahal,20615,False,Chitwan,3,NCP,2082
Gandaki,Hari Raj Adhikari,11124,False,Gorkha,1,NCP,2082
Gandaki,Lekhnath Neupane,11073,False,Gorkha,2,NCP,2082
Gandaki,Hari Jung Tamang,3371,False,Lamjung,1,NCP,2082
Gandaki,Bidya Nath Dhakal,2352,False,Tanahun,1,NCP,2082
Gandaki,Som Bahadur Thapa,1953,False,Tanahun,2,NCP,2082
Gandaki,Sailendra Ghimire,1552,False,Syangja,1,NCP,2082
Gandaki,Padam Bahadur B.K.,848,False,Syangja,2,NCP,2082
Gandaki,Rajkaji Gurung,2479,False,Kaski,1,NCP,2082
Gandaki,Hem Bahadur Thapa Parajuli,1276,False,Kaski,2,NCP,2082
Gandaki,Gopal Giri,1456,False,Kaski,3,NCP,2082
Gandaki,Yashoda Gurung (Subedi),454,False,Manang,1,NCP,2082
Gandaki,Ngutuk Gurung,151,False,Mustang,1,NCP,2082
Gandaki,Manhari Sharma,4557,False,Parbat,1,NCP,2082
Gandaki,Arjun Bahadur Thapa,3529,False,Myagdi,1,NCP,2082
Gandaki,Gyanmanath Gaire,10709,False,Baglung,2,NCP,2082
Gandaki,Lok Prasad Bhurtel,1245,False,Nawalparasi East,1,NCP,2082
Gandaki,Ganesh Man Mahato,1538,False,Nawalparasi East,2,NCP,2082
Lumbini,Sudarsan Baral,3167,False,Gulmi,1,NCP,2082
Lumbini,Shreeram  Mahat,3079,False,Gulmi,2,NCP,2082
Lumbini,Hum Bahadur Sunari Magar,951,False,Palpa,1,NCP,2082
Lumbini,Som Prasad Pandeya,5288,False,Palpa,2,NCP,2082
Lumbini,Ghana Shyam Yadav Ahir,0,False,Rupandehi,1,NCP,2082
Lumbini,Shubhash Pandey,1409,False,Rupandehi,2,NCP,2082
Lumbini,Faiz Ahmad Kha,2594,False,Rupandehi,3,NCP,2082
Lumbini,Babu Lal Yadav,440,False,Rupandehi,4,NCP,2082
Lumbini,Muhammad Wakil Musalman,6176,False,Rupandehi,5,NCP,2082
Lumbini,Ram Bahadur Chauhhan,3847,False,Arghakhanchi,1,NCP,2082
Lumbini,Krishna Bahadur Kunwar,4616,False,Kapilvastu,1,NCP,2082
Lumbini,Brijesh Kumar Gupta,20482,False,Kapilvastu,2,NCP,2082
Lumbini,Ehsan Ahmad Khan,3808,False,Kapilvastu,3,NCP,2082
Lumbini,Krishna Dhwoj Khadka,9074,False,Pyuthan,1,NCP,2082
Lumbini,Barshman Pun,27460,True,Rolpa,1,NCP,2082
Lumbini,Metmani Chaudhary,4965,False,Dang,1,NCP,2082
Lumbini,Nirmal Acharya,7083,False,Dang,2,NCP,2082
Lumbini,Dhan Bahadur Maski,9328,False,Dang,3,NCP,2082
Lumbini,Bishnu Prasad Chaudhary,9285,False,Bardiya,1,NCP,2082
Lumbini,Suresh Pantha,19180,False,Bardiya,2,NCP,2082
Lumbini,Narendra Prasad Pandey,6020,False,Banke,1,NCP,2082
Lumbini,Dipendra Bista,1456,False,Banke,2,NCP,2082
Lumbini,Deepak Kumar Gauri Magar,4015,False,Banke,3,NCP,2082
Lumbini,Sindhu Jalesa Budhathoki,1056,False,Nawalparasi West,1,NCP,2082
Lumbini,Devendra Paudel,1838,False,Nawalparasi West,2,NCP,2082
Lumbini,Pushpa Kamal Dahal,10240,True,Rukum East,1,NCP,2082
Karnali,Gopal Sharma,21609,True,Rukum West,1,NCP,2082
Karnali,Ramesh Kumar Malla,23189,True,Salyan,1,NCP,2082
Karnali,Jit Bahadur Rana,2828,False,Surkhet,1,NCP,2082
Karnali,Jhak Bahadur Malla,4166,False,Surkhet,2,NCP,2082
Karnali,Ammar Bahadur Thapa,4256,False,Dailekh,1,NCP,2082
Karnali,Yogendra Bahadur Shahi,3851,False,Dailekh,2,NCP,2082
Karnali,Shakti Bahadur Basnet,17407,False,Jajarkot,1,NCP,2082
Karnali,Dhan Bahadur Budha,6802,True,Dolpa,1,NCP,2082
Karnali,Dipendra Rokaya,7243,False,Humla,1,NCP,2082
Karnali,Mahendra Bahadur Shahi,11338,True,Kalikot,1,NCP,2082
Karnali,Chandra Bahadur Shahi,5558,False,Mugu,1,NCP,2082
Karnali,Naresh Bhandari,11635,False,Jumla,1,NCP,2082
Sudurpaschim,Prakash Bahadur Shah,3428,False,Bajura,1,NCP,2082
Sudurpaschim,Min Bahadur Kunwar,9757,False,Bajhang,1,NCP,2082
Sudurpaschim,Bhim Bahadur Rawal,10233,False,Achham,1,NCP,2082
Sudurpaschim,Bal Bahadur Kunwar,6493,False,Achham,2,NCP,2082
Sudurpaschim,Trilochan Bhatta,5413,False,Doti,1,NCP,2082
Sudurpaschim,Ramlal Dagaura Tharu,8392,False,Kailali,1,NCP,2082
Sudurpaschim,Nanda Bahadur Saud,4369,False,Kailali,2,NCP,2082
Sudurpaschim,Birman Chaudhary,11983,False,Kailali,3,NCP,2082
Sudurpaschim,Hari Ram Chaudhary,5609,False,Kailali,4,NCP,2082
Sudurpaschim,Prem Bahadur Ale,7876,False,Kailali,5,NCP,2082
Sudurpaschim,Bina Magar,11110,False,Kanchanpur,1,NCP,2082
Sudurpaschim,Madhav Prasad Panta,6337,False,Kanchanpur,2,NCP,2082
Sudurpaschim,Man Bahadur Sunar,4284,False,Kanchanpur,3,NCP,2082
Sudurpaschim,Man Singh Mal,6834,False,Dadeldhura,1,NCP,2082
Sudurpaschim,Pramanand Bhatta,6965,False,Baitadi,1,NCP,2082
Sudurpaschim,Lakshman Datt Joshi,3065,False,Darchula,1,NCP,2082
