province,district_name,constituency,party,votes,winner,election_year
Bagmati,Kavrepalanchok,2,मंगोल नेशनल अर्गनाइजेसन,92,False,2079
Bagmati,Kavrepalanchok,2,नेपाल कम्युनिष्ट पार्टी परिवर्तन,86,False,2079
Bagmati,Kavrepalanchok,2,Independent,83,False,2079
Bagmati,Kavrepalanchok,2,Independent,45,False,2079
Bagmati,Kavrepalanchok,2,Federal Democratic National Forum,35,False,2079
Bagmati,Sindhupalchok,1,CPN-Maoist Centre,30408,True,2079
Bagmati,Sindhupalchok,1,CPN-UML,27066,False,2079
Bagmati,Sindhupalchok,1,Rastriya Swatantra Party,3503,False,2079
Bagmati,Sindhupalchok,1,Rastriya Prajatantra Party,1651,False,2079
Bagmati,Sindhupalchok,1,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),1111,False,2079
Bagmati,Sindhupalchok,1,Independent,552,False,2079
Bagmati,Sindhupalchok,1,Independent,430,False,2079
Bagmati,Sindhupalchok,1,मंगोल नेशनल अर्गनाइजेसन,413,False,2079
Bagmati,Sindhupalchok,1,Janata Samajwadi Party Nepal,308,False,2079
Bagmati,Sindhupalchok,1,Federal Democratic National Forum,193,False,2079
Bagmati,Sindhupalchok,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,121,False,2079
Bagmati,Sindhupalchok,1,नेपाल मजदुर किसान पार्टी,94,False,2079
Bagmati,Sindhupalchok,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,90,False,2079
Bagmati,Sindhupalchok,1,Independent,88,False,2079
Bagmati,Sindhupalchok,2,Nepali Congress,39381,True,2079
Bagmati,Sindhupalchok,2,CPN-UML,27515,False,2079
Bagmati,Sindhupalchok,2,Rastriya Prajatantra Party,2820,False,2079
Bagmati,Sindhupalchok,2,Rastriya Swatantra Party,2453,False,2079
Bagmati,Sindhupalchok,2,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),612,False,2079
Bagmati,Sindhupalchok,2,Independent,378,False,2079
Bagmati,Sindhupalchok,2,मंगोल नेशनल अर्गनाइजेसन,184,False,2079
Bagmati,Sindhupalchok,2,जनमत पार्टी,109,False,2079
Bagmati,Sindhupalchok,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,88,False,2079
Bagmati,Sindhupalchok,2,आमूल परिवर्तन मसिहा पार्टी नेपाल,37,False,2079
Bagmati,Sindhupalchok,2,नेपाल मजदुर किसान पार्टी,18,False,2079
Bagmati,Sindhupalchok,2,Independent,15,False,2079
Bagmati,Sindhupalchok,2,Federal Democratic National Forum,12,False,2079
Bagmati,Makwanpur,1,Rastriya Prajatantra Party,27851,True,2079
Bagmati,Makwanpur,1,Nepali Congress,25464,False,2079
Bagmati,Makwanpur,1,CPN-UML,25460,False,2079
Bagmati,Makwanpur,1,Rastriya Swatantra Party,5703,False,2079
Bagmati,Makwanpur,1,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),759,False,2079
Bagmati,Makwanpur,1,हाम्रो नेपाली पार्टी,422,False,2079
Bagmati,Makwanpur,1,Independent,414,False,2079
Bagmati,Makwanpur,1,Janata Samajwadi Party Nepal,362,False,2079
Bagmati,Makwanpur,1,मंगोल नेशनल अर्गनाइजेसन,293,False,2079
Bagmati,Makwanpur,1,नेपाली कांग्रेस (बी.पी.),174,False,2079
Bagmati,Makwanpur,1,Janata Samajwadi Party Nepal,86,False,2079
Bagmati,Makwanpur,1,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),69,False,2079
Bagmati,Makwanpur,1,नेपाल मजदुर किसान पार्टी,46,False,2079
Bagmati,Makwanpur,1,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",39,False,2079
Bagmati,Makwanpur,1,मौलिक जरोकिलो पार्टी,24,False,2079
Bagmati,Makwanpur,1,Independent,8,False,2079
Bagmati,Makwanpur,2,CPN-UML,34950,True,2079
Bagmati,Makwanpur,2,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),30432,False,2079
Bagmati,Makwanpur,2,Rastriya Swatantra Party,12059,False,2079
Bagmati,Makwanpur,2,Rastriya Prajatantra Party,2196,False,2079
Bagmati,Makwanpur,2,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),1807,False,2079
Bagmati,Makwanpur,2,मंगोल नेशनल अर्गनाइजेसन,423,False,2079
Bagmati,Makwanpur,2,सचेत नेपाली पार्टी(एकल चुनाव चिन्ह),275,False,2079
Bagmati,Makwanpur,2,नेश्नलिष्ट पिपल्स पार्टी,68,False,2079
Bagmati,Makwanpur,2,नेपाल मजदुर किसान पार्टी,53,False,2079
Bagmati,Makwanpur,2,Independent,31,False,2079
Madhesh,Rautahat,1,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),33522,True,2079
Madhesh,Rautahat,1,CPN-UML,26922,False,2079
Madhesh,Rautahat,1,जनमत पार्टी,1411,False,2079
Madhesh,Rautahat,1,Independent,454,False,2079
Madhesh,Rautahat,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,353,False,2079
Madhesh,Rautahat,1,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),318,False,2079
Madhesh,Rautahat,1,नेपाली जनता दल,259,False,2079
Madhesh,Rautahat,1,Independent,181,False,2079
Madhesh,Rautahat,1,Independent,176,False,2079
Madhesh,Rautahat,1,Rastriya Swatantra Party,163,False,2079
Madhesh,Rautahat,1,नेपाल मजदुर किसान पार्टी,103,False,2079
Madhesh,Rautahat,1,Independent,32,False,2079
Madhesh,Rautahat,1,Independent,32,False,2079
Madhesh,Rautahat,1,Independent,28,False,2079
Madhesh,Rautahat,1,Independent,20,False,2079
Madhesh,Rautahat,1,Independent,18,False,2079
Madhesh,Rautahat,1,Independent,17,False,2079
Madhesh,Rautahat,2,Independent,32842,True,2079
Madhesh,Rautahat,2,Nepali Congress,28248,False,2079
Madhesh,Rautahat,2,Janata Samajwadi Party Nepal,2122,False,2079
Madhesh,Rautahat,2,जनमत पार्टी,1004,False,2079
Madhesh,Rautahat,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,152,False,2079
Madhesh,Rautahat,2,नेपाल मजदुर किसान पार्टी,74,False,2079
Madhesh,Rautahat,2,Independent,60,False,2079
Madhesh,Rautahat,2,Independent,57,False,2079
Madhesh,Rautahat,2,Independent,30,False,2079
Madhesh,Rautahat,2,गान्धीवादी पार्टी नेपाल,19,False,2079
Madhesh,Rautahat,2,Independent,12,False,2079
Madhesh,Rautahat,2,Independent,9,False,2079
Madhesh,Rautahat,2,Independent,7,False,2079
Madhesh,Rautahat,3,Independent,32437,True,2079
Madhesh,Rautahat,3,Independent,25200,False,2079
Madhesh,Rautahat,3,CPN-Maoist Centre,8558,False,2079
Madhesh,Rautahat,3,नागरिक उन्मुक्ति पार्टी,1723,False,2079
Madhesh,Rautahat,3,Rastriya Swatantra Party,1006,False,2079
Madhesh,Rautahat,3,जनमत पार्टी,817,False,2079
Madhesh,Rautahat,3,Rastriya Prajatantra Party,456,False,2079
Madhesh,Rautahat,3,Independent,146,False,2079
Madhesh,Rautahat,3,Independent,87,False,2079
Madhesh,Rautahat,3,नेपाल मजदुर किसान पार्टी,84,False,2079
Madhesh,Rautahat,3,Independent,69,False,2079
Madhesh,Rautahat,3,Independent,67,False,2079
Madhesh,Rautahat,3,नेपाल सद्भावना पार्टी,59,False,2079
Madhesh,Rautahat,3,Independent,56,False,2079
Madhesh,Rautahat,3,Independent,47,False,2079
Madhesh,Rautahat,3,Independent,38,False,2079
Madhesh,Rautahat,3,Independent,36,False,2079
Madhesh,Rautahat,3,Independent,28,False,2079
Madhesh,Rautahat,3,Independent,21,False,2079
Madhesh,Rautahat,4,Nepali Congress,34161,True,2079
Madhesh,Rautahat,4,CPN-UML,26559,False,2079
Madhesh,Rautahat,4,Rastriya Prajatantra Party,2375,False,2079
Madhesh,Rautahat,4,Independent,2268,False,2079
Madhesh,Rautahat,4,Rastriya Swatantra Party,1876,False,2079
Madhesh,Rautahat,4,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),950,False,2079
Madhesh,Rautahat,4,मौलिक जरोकिलो पार्टी,451,False,2079
Madhesh,Rautahat,4,Independent,317,False,2079
Madhesh,Rautahat,4,बहुजन शक्ति पार्टी,279,False,2079
Madhesh,Rautahat,4,नेपाल जनता पार्टी,211,False,2079
Madhesh,Rautahat,4,Independent,114,False,2079
Madhesh,Rautahat,4,आमूल परिवर्तन मसिहा पार्टी नेपाल,107,False,2079
Madhesh,Rautahat,4,नेपाल मजदुर किसान पार्टी,85,False,2079
Madhesh,Rautahat,4,Independent,67,False,2079
Madhesh,Rautahat,4,Independent,62,False,2079
Madhesh,Rautahat,4,Independent,47,False,2079
Madhesh,Rautahat,4,Independent,25,False,2079
Madhesh,Rautahat,4,Independent,16,False,2079
Madhesh,Bara,1,CPN-UML,39195,True,2079
Madhesh,Bara,1,Nepali Congress,30056,False,2079
Madhesh,Bara,1,Rastriya Swatantra Party,3319,False,2079
Madhesh,Bara,1,Rastriya Prajatantra Party,1792,False,2079
Madhesh,Bara,1,Independent,1133,False,2079
Madhesh,Bara,1,जनमत पार्टी,1063,False,2079
Madhesh,Bara,1,हाम्रो नेपाली पार्टी,732,False,2079
Madhesh,Bara,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,170,False,2079
Madhesh,Bara,1,नेपाली कांग्रेस (बी.पी.),133,False,2079
Madhesh,Bara,1,Independent,90,False,2079
Madhesh,Bara,1,नेपाल जनता पार्टी,89,False,2079
Madhesh,Bara,1,मंगोल नेशनल अर्गनाइजेसन,86,False,2079
Madhesh,Bara,1,नेपाल लोकतान्त्रिक पार्टी,55,False,2079
Madhesh,Bara,1,Independent,38,False,2079
Madhesh,Bara,1,Independent,29,False,2079
Madhesh,Bara,1,Independent,25,False,2079
Madhesh,Bara,1,Independent,24,False,2079
Madhesh,Bara,2,Janata Samajwadi Party Nepal,13822,True,2079
Madhesh,Bara,2,CPN-Maoist Centre,13468,False,2079
Madhesh,Bara,2,Independent,11043,False,2079
Madhesh,Bara,2,Independent,10750,False,2079
Madhesh,Bara,2,Independent,7698,False,2079
Madhesh,Bara,2,जनमत पार्टी,2725,False,2079
Madhesh,Bara,2,नागरिक उन्मुक्ति पार्टी,1111,False,2079
Madhesh,Bara,2,Independent,777,False,2079
Madhesh,Bara,2,Independent,574,False,2079
Madhesh,Bara,2,Rastriya Prajatantra Party,459,False,2079
Madhesh,Bara,2,हाम्रो नेपाली पार्टी,242,False,2079
Madhesh,Bara,2,नेपाल लोकतान्त्रिक पार्टी,212,False,2079
Madhesh,Bara,2,Independent,210,False,2079
Madhesh,Bara,2,Independent,175,False,2079
Madhesh,Bara,2,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),150,False,2079
Madhesh,Bara,2,Independent,104,False,2079
Madhesh,Bara,2,नेपाल मजदुर किसान पार्टी,71,False,2079
Madhesh,Bara,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,64,False,2079
Madhesh,Bara,2,Independent,45,False,2079
Madhesh,Bara,2,Independent,27,False,2079
Madhesh,Bara,2,Independent,15,False,2079
Madhesh,Bara,3,CPN-UML,20251,True,2079
Madhesh,Bara,3,Janata Samajwadi Party Nepal,17279,False,2079
Madhesh,Bara,3,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",11964,False,2079
Madhesh,Bara,3,Rastriya Swatantra Party,3579,False,2079
Madhesh,Bara,3,जनमत पार्टी,3331,False,2079
Madhesh,Bara,3,Independent,1878,False,2079
Madhesh,Bara,3,एकीकृत शक्ति नेपाल,1075,False,2079
Madhesh,Bara,3,नेपाल लोकतान्त्रिक पार्टी,1044,False,2079
Madhesh,Bara,3,Rastriya Prajatantra Party,765,False,2079
Madhesh,Bara,3,हाम्रो नेपाली पार्टी,672,False,2079
Madhesh,Bara,3,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,604,False,2079
Madhesh,Bara,3,मंगोल नेशनल अर्गनाइजेसन,373,False,2079
Madhesh,Bara,3,नागरिक उन्मुक्ति पार्टी,336,False,2079
Madhesh,Bara,3,विवेकशील साझा पार्टी,193,False,2079
Madhesh,Bara,3,नेपाल मजदुर किसान पार्टी,118,False,2079
Madhesh,Bara,3,नेपाल जनता पार्टी,117,False,2079
Madhesh,Bara,3,Independent,22,False,2079
Madhesh,Bara,3,Independent,14,False,2079
Madhesh,Bara,4,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),30341,True,2079
Madhesh,Bara,4,CPN-UML,20336,False,2079
Madhesh,Bara,4,Independent,5542,False,2079
Madhesh,Bara,4,Rastriya Swatantra Party,3884,False,2079
Madhesh,Bara,4,Rastriya Prajatantra Party,3205,False,2079
Madhesh,Bara,4,जनमत पार्टी,2211,False,2079
Madhesh,Bara,4,विवेकशील साझा पार्टी,1549,False,2079
Madhesh,Bara,4,हाम्रो नेपाली पार्टी,1042,False,2079
Madhesh,Bara,4,नेपाल सद्भावना पार्टी,315,False,2079
Madhesh,Bara,4,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,295,False,2079
Madhesh,Bara,4,"जनता प्रगतिशिल पार्टी, नेपाल",221,False,2079
Madhesh,Bara,4,Independent,135,False,2079
Madhesh,Bara,4,Independent,42,False,2079
Madhesh,Bara,4,Independent,38,False,2079
Madhesh,Bara,4,Independent,27,False,2079
Madhesh,Bara,4,Independent,25,False,2079
Madhesh,Bara,4,Independent,19,False,2079
Madhesh,Bara,4,Independent,17,False,2079
Madhesh,Bara,4,Independent,13,False,2079
Madhesh,Bara,4,Independent,9,False,2079
Madhesh,Parsa,1,Janata Samajwadi Party Nepal,22537,True,2079
Madhesh,Parsa,1,Independent,20917,False,2079
Madhesh,Parsa,1,Rastriya Prajatantra Party,2659,False,2079
Madhesh,Parsa,1,"लोकतान्त्रिक समाजवादी पार्टी, नेपाल",1117,False,2079
Madhesh,Parsa,1,नेपाल लोकतान्त्रिक पार्टी,237,False,2079
Madhesh,Parsa,1,Independent,227,False,2079
Madhesh,Parsa,1,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),173,False,2079
Madhesh,Parsa,1,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),140,False,2079
Madhesh,Parsa,1,नेपालका लागि नेपाली पार्टी,94,False,2079
Madhesh,Parsa,1,Independent,94,False,2079
Madhesh,Parsa,1,नेपाल जनता पार्टी,84,False,2079
Madhesh,Parsa,1,Independent,55,False,2079
Madhesh,Parsa,1,Independent,55,False,2079
Madhesh,Parsa,1,Independent,49,False,2079
Madhesh,Parsa,1,राष्ट्रिय जनमुक्ति पार्टी,44,False,2079
Madhesh,Parsa,1,Independent,33,False,2079
Madhesh,Parsa,1,नेपाल मजदुर किसान पार्टी,29,False,2079
Madhesh,Parsa,1,Independent,22,False,2079
Madhesh,Parsa,1,Independent,21,False,2079
Madhesh,Parsa,1,Independent,17,False,2079
Madhesh,Parsa,1,Independent,16,False,2079
Madhesh,Parsa,2,Nepali Congress,28451,True,2079
Madhesh,Parsa,2,Janata Samajwadi Party Nepal,22445,False,2079
Madhesh,Parsa,2,Rastriya Prajatantra Party,2741,False,2079
Madhesh,Parsa,2,Rastriya Swatantra Party,971,False,2079
Madhesh,Parsa,2,नेपाल लोकतान्त्रिक पार्टी,349,False,2079
Madhesh,Parsa,2,Janata Samajwadi Party Nepal,240,False,2079
Madhesh,Parsa,2,Independent,193,False,2079
Madhesh,Parsa,2,नेपाल मजदुर किसान पार्टी,40,False,2079
Madhesh,Parsa,2,Independent,28,False,2079
Madhesh,Parsa,2,नेपाल सद्भावना पार्टी,26,False,2079
Madhesh,Parsa,2,Independent,17,False,2079
Madhesh,Parsa,3,CPN-UML,24319,True,2079
Madhesh,Parsa,3,Nepali Congress,24152,False,2079
Madhesh,Parsa,3,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),10503,False,2079
Madhesh,Parsa,3,Rastriya Prajatantra Party,1458,False,2079
Madhesh,Parsa,3,Rastriya Swatantra Party,923,False,2079
Madhesh,Parsa,3,Independent,108,False,2079
Madhesh,Parsa,3,Independent,69,False,2079
Madhesh,Parsa,3,नेपाल मजदुर किसान पार्टी,66,False,2079
Madhesh,Parsa,3,Independent,35,False,2079
Madhesh,Parsa,3,Independent,25,False,2079
Madhesh,Parsa,3,Independent,15,False,2079
Madhesh,Parsa,4,Nepali Congress,31224,True,2079
Madhesh,Parsa,4,CPN-UML,25671,False,2079
Madhesh,Parsa,4,Rastriya Prajatantra Party,1283,False,2079
Madhesh,Parsa,4,जनमत पार्टी,941,False,2079
Madhesh,Parsa,4,नेपाली जनता दल,682,False,2079
Madhesh,Parsa,4,Independent,120,False,2079
Madhesh,Parsa,4,नेपाल मजदुर किसान पार्टी,88,False,2079
Madhesh,Parsa,4,Independent,57,False,2079
Madhesh,Parsa,4,Independent,35,False,2079
Madhesh,Parsa,4,Independent,15,False,2079
Bagmati,Chitwan,1,Rastriya Swatantra Party,34218,True,2079
Bagmati,Chitwan,1,CPN-UML,26634,False,2079
Bagmati,Chitwan,1,Nepali Congress,25022,False,2079
Bagmati,Chitwan,1,Rastriya Prajatantra Party,2751,False,2079
Bagmati,Chitwan,1,Independent,1421,False,2079
Bagmati,Chitwan,1,Independent,630,False,2079
Bagmati,Chitwan,1,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),164,False,2079
Bagmati,Chitwan,1,मंगोल नेशनल अर्गनाइजेसन,152,False,2079
Bagmati,Chitwan,1,Janata Samajwadi Party Nepal,123,False,2079
Bagmati,Chitwan,1,Independent,116,False,2079
Bagmati,Chitwan,1,Independent,81,False,2079
Bagmati,Chitwan,1,नेपाल मजदुर किसान पार्टी,71,False,2079
Bagmati,Chitwan,1,एकीकृत शक्ति नेपाल,43,False,2079
Bagmati,Chitwan,1,Independent,20,False,2079
Bagmati,Chitwan,1,Independent,20,False,2079
Bagmati,Chitwan,1,Independent,18,False,2079
Bagmati,Chitwan,1,Independent,17,False,2079
Bagmati,Chitwan,1,Independent,12,False,2079
Bagmati,Chitwan,1,Independent,1,False,2079
Bagmati,Chitwan,2,Rastriya Swatantra Party,49300,True,2079
Bagmati,Chitwan,2,Nepali Congress,14988,False,2079
Bagmati,Chitwan,2,CPN-UML,14652,False,2079
Bagmati,Chitwan,2,Rastriya Prajatantra Party,955,False,2079
Bagmati,Chitwan,2,मंगोल नेशनल अर्गनाइजेसन,277,False,2079
Bagmati,Chitwan,2,हाम्रो नेपाली पार्टी,149,False,2079
Bagmati,Chitwan,2,Independent,82,False,2079
Bagmati,Chitwan,2,Independent,63,False,2079
Bagmati,Chitwan,2,Janata Samajwadi Party Nepal,62,False,2079
Bagmati,Chitwan,2,Janata Samajwadi Party Nepal,58,False,2079
Bagmati,Chitwan,2,नेपाल मजदुर किसान पार्टी,55,False,2079
Bagmati,Chitwan,2,Independent,46,False,2079
Bagmati,Chitwan,2,Independent,26,False,2079
Bagmati,Chitwan,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,20,False,2079
Bagmati,Chitwan,2,Independent,16,False,2079
Bagmati,Chitwan,2,Independent,4,False,2079
Bagmati,Chitwan,3,Rastriya Prajatantra Party,35060,True,2079
Bagmati,Chitwan,3,CPN-Maoist Centre,25824,False,2079
Bagmati,Chitwan,3,Rastriya Swatantra Party,14843,False,2079
Bagmati,Chitwan,3,Independent,12275,False,2079
Bagmati,Chitwan,3,मंगोल नेशनल अर्गनाइजेसन,486,False,2079
Bagmati,Chitwan,3,Independent,373,False,2079
Bagmati,Chitwan,3,राष्ट्रिय नागरिक पार्टी,149,False,2079
Bagmati,Chitwan,3,Independent,88,False,2079
Bagmati,Chitwan,3,Janata Samajwadi Party Nepal,79,False,2079
Bagmati,Chitwan,3,Independent,74,False,2079
Bagmati,Chitwan,3,Independent,69,False,2079
Bagmati,Chitwan,3,राष्ट्रिय जनमुक्ति पार्टी,63,False,2079
Bagmati,Chitwan,3,Independent,62,False,2079
Bagmati,Chitwan,3,नेपाल मजदुर किसान पार्टी,23,False,2079
Bagmati,Chitwan,3,Independent,22,False,2079
Bagmati,Chitwan,3,Independent,12,False,2079
Bagmati,Chitwan,3,Independent,12,False,2079
Bagmati,Chitwan,3,Independent,9,False,2079
Bagmati,Chitwan,3,Independent,5,False,2079
Bagmati,Chitwan,3,Independent,1,False,2079
Gandaki,Gorkha,1,Nepali Congress,33428,True,2079
Gandaki,Gorkha,1,CPN-UML,16785,False,2079
Gandaki,Gorkha,1,Rastriya Swatantra Party,4892,False,2079
Gandaki,Gorkha,1,Rastriya Prajatantra Party,852,False,2079
Gandaki,Gorkha,1,मंगोल नेशनल अर्गनाइजेसन,623,False,2079
Gandaki,Gorkha,1,Janata Samajwadi Party Nepal,236,False,2079
Gandaki,Gorkha,1,Janata Samajwadi Party Nepal,167,False,2079
Gandaki,Gorkha,1,नेपाल सुशासन पार्टी(एकल चुनाव चिन्ह),145,False,2079
Gandaki,Gorkha,1,Independent,52,False,2079
Gandaki,Gorkha,1,नेपाल मजदुर किसान पार्टी,51,False,2079
Gandaki,Gorkha,2,CPN-Maoist Centre,26109,True,2079
Gandaki,Gorkha,2,Rastriya Swatantra Party,12639,False,2079
Gandaki,Gorkha,2,CPN-UML,7395,False,2079
Gandaki,Gorkha,2,Rastriya Prajatantra Party,1813,False,2079
Gandaki,Gorkha,2,मंगोल नेशनल अर्गनाइजेसन,1164,False,2079
Gandaki,Gorkha,2,Independent,648,False,2079
Gandaki,Gorkha,2,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी लेनिनवादी),529,False,2079
Gandaki,Gorkha,2,हाम्रो नेपाली पार्टी,246,False,2079
Gandaki,Gorkha,2,नेपाली कांग्रेस (बी.पी.),130,False,2079
Gandaki,Gorkha,2,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,109,False,2079
Gandaki,Gorkha,2,Independent,105,False,2079
Gandaki,Gorkha,2,नेपाल मजदुर किसान पार्टी,31,False,2079
Gandaki,Manang,1,Nepali Congress,2575,True,2079
Gandaki,Manang,1,CPN-UML,2247,False,2079
Gandaki,Manang,1,Rastriya Swatantra Party,5,False,2079
Gandaki,Lamjung,1,CPN-UML,34985,True,2079
Gandaki,Lamjung,1,CPN-Maoist Centre,31791,False,2079
Gandaki,Lamjung,1,Rastriya Swatantra Party,9033,False,2079
Gandaki,Lamjung,1,Rastriya Prajatantra Party,1234,False,2079
Gandaki,Lamjung,1,मंगोल नेशनल अर्गनाइजेसन,457,False,2079
Gandaki,Lamjung,1,Janata Samajwadi Party Nepal,148,False,2079
Gandaki,Lamjung,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,60,False,2079
Gandaki,Lamjung,1,नेपाली कांग्रेस (बी.पी.),49,False,2079
Gandaki,Lamjung,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,33,False,2079
Gandaki,Lamjung,1,Independent,31,False,2079
Gandaki,Lamjung,1,नेपाल मजदुर किसान पार्टी,20,False,2079
Gandaki,Kaski,1,CPN-UML,25708,True,2079
Gandaki,Kaski,1,Nepali Congress,23189,False,2079
Gandaki,Kaski,1,Rastriya Swatantra Party,10941,False,2079
Gandaki,Kaski,1,Rastriya Prajatantra Party,3008,False,2079
Gandaki,Kaski,1,हाम्रो नेपाली पार्टी,1029,False,2079
Gandaki,Kaski,1,मंगोल नेशनल अर्गनाइजेसन,434,False,2079
Gandaki,Kaski,1,Independent,301,False,2079
Gandaki,Kaski,1,Janata Samajwadi Party Nepal,265,False,2079
Gandaki,Kaski,1,एकीकृत शक्ति नेपाल,106,False,2079
Gandaki,Kaski,1,आमूल परिवर्तन मसिहा पार्टी नेपाल,80,False,2079
Gandaki,Kaski,1,नेपाल कम्युनिष्ट पार्टी माओवादी समाजवादी,36,False,2079
Gandaki,Kaski,1,राष्ट्रिय जनमुक्ति पार्टी,19,False,2079
Gandaki,Kaski,1,नेपाल मजदुर किसान पार्टी,16,False,2079
Gandaki,Kaski,1,Independent,5,False,2079
Gandaki,Kaski,2,CPN-UML,16998,True,2079
Gandaki,Kaski,2,Rastriya Swatantra Party,12495,False,2079
Gandaki,Kaski,2,नेपाल कम्युनिष्ट पार्टी (एकिकृत समाजबादी),9659,False,2079
Gandaki,Kaski,2,Rastriya Prajatantra Party,3993,False,2079
Gandaki,Kaski,2,Independent,1340,False,2079
Gandaki,Kaski,2,Independent,915,False,2079
Gandaki,Kaski,2,हाम्रो नेपाली पार्टी,762,False,2079
Gandaki,Kaski,2,Janata Samajwadi Party Nepal,357,False,2079
Gandaki,Kaski,2,मंगोल नेशनल अर्गनाइजेसन,259,False,2079
Gandaki,Kaski,2,जनमत पार्टी,139,False,2079
Gandaki,Kaski,2,Independent,75,False,2079
Gandaki,Kaski,2,आमूल परिवर्तन मसिहा पार्टी नेपाल,65,False,2079
Gandaki,Kaski,2,Federal Democratic National Forum,33,False,2079
Gandaki,Kaski,2,नेपाल मजदुर किसान पार्टी,26,False,2079
Gandaki,Kaski,2,राष्ट्रिय जनमुक्ति पार्टी,24,False,2079
Gandaki,Kaski,2,Independent,12,False,2079
Gandaki,Kaski,2,Independent,4,False,2079
Gandaki,Kaski,3,CPN-UML,22980,True,2079
Gandaki,Kaski,3,CPN-Maoist Centre,17535,False,2079
Gandaki,Kaski,3,Rastriya Swatantra Party,12180,False,2079
Gandaki,Kaski,3,Rastriya Prajatantra Party,2442,False,2079
Gandaki,Kaski,3,Independent,865,False,2079
Gandaki,Kaski,3,Janata Samajwadi Party Nepal,535,False,2079
Gandaki,Kaski,3,हाम्रो नेपाली पार्टी,451,False,2079
Gandaki,Kaski,3,मंगोल नेशनल अर्गनाइजेसन,366,False,2079
Gandaki,Kaski,3,Independent,238,False,2079
Gandaki,Kaski,3,Independent,210,False,2079
Gandaki,Kaski,3,Independent,180,False,2079
Gandaki,Kaski,3,Independent,24,False,2079
Gandaki,Kaski,3,नेपाल मजदुर किसान पार्टी,19,False,2079
Gandaki,Kaski,3,Independent,16,False,2079
Gandaki,Kaski,3,Independent,10,False,2079
Gandaki,Tanahun,1,Nepali Congress,25361,True,2079
Gandaki,Tanahun,1,CPN-UML,19981,False,2079
Gandaki,Tanahun,1,Independent,6886,False,2079
Gandaki,Tanahun,1,Rastriya Swatantra Party,6044,False,2079
Gandaki,Tanahun,1,Rastriya Prajatantra Party,2484,False,2079
Gandaki,Tanahun,1,मंगोल नेशनल अर्गनाइजेसन,360,False,2079
Gandaki,Tanahun,1,राष्ट्रिय जनमुक्ति पार्टी,301,False,2079
Gandaki,Tanahun,1,Independent,292,False,2079
Gandaki,Tanahun,1,हाम्रो नेपाली पार्टी,284,False,2079
Gandaki,Tanahun,1,Janata Samajwadi Party Nepal,260,False,2079
Gandaki,Tanahun,1,Independent,194,False,2079
Gandaki,Tanahun,1,Independent,105,False,2079
Gandaki,Tanahun,1,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल,92,False,2079
Gandaki,Tanahun,1,नेश्नलिष्ट पिपल्स पार्टी,30,False,2079
Gandaki,Tanahun,1,नेपाल मजदुर किसान पार्टी,21,False,2079
Gandaki,Tanahun,2,Nepali Congress,30604,True,2079
Gandaki,Tanahun,2,CPN-UML,25130,False,2079
Gandaki,Tanahun,2,Rastriya Swatantra Party,5373,False,2079
Gandaki,Tanahun,2,Rastriya Prajatantra Party,1421,False,2079
Gandaki,Tanahun,2,हाम्रो नेपाली पार्टी,582,False,2079
Gandaki,Tanahun,2,मंगोल नेशनल अर्गनाइजेसन,566,False,2079
Gandaki,Tanahun,2,राष्ट्रिय जनमुक्ति पार्टी,418,False,2079
Gandaki,Tanahun,2,Janata Samajwadi Party Nepal,84,False,2079
